 0.000000; 0.000121; 0.008497; 0.033606; 0.044664; 0.064501; 0.090690; 0.106171; 0.112846; 0.115408;-0.182375
-0.000000;-0.000078;-0.007638;-0.046977;-0.191069;-0.410923;-0.572713;-0.651252;-0.682907;-0.694772;-0.000896
-0.000000;-0.000005; 0.000483;-0.000104; 0.000485; 0.072915; 0.159838; 0.208325; 0.228769; 0.236552; 0.106998
 0.000000;-0.000054;-0.004600;-0.024861;-0.081773;-0.215855;-0.344460;-0.413253;-0.441945;-0.452832; 0.336428
-0.000000;-0.000473;-0.014750;-0.025358;-0.029897;-0.013898; 0.003548; 0.012222; 0.015685; 0.016975; 1.610893
-0.000000;-0.000269;-0.016302;-0.046704;-0.034436; 0.002694; 0.030279; 0.043440; 0.048698; 0.050662; 0.832293
-0.000000;-0.000150;-0.010008;-0.040432;-0.059399;-0.057343;-0.048802;-0.043208;-0.040726;-0.039763; 0.485134
 0.000000;-0.000021;-0.004622; 0.034169; 0.409581; 1.016803; 1.451883; 1.658779; 1.741418; 1.772288;-0.239482
 0.000000; 0.000077; 0.005172; 0.013503; 0.007153; 0.004163; 0.003960; 0.003797; 0.003689; 0.003641;-0.435282
-0.000000;-0.000060;-0.005325; 0.016361; 0.274580; 0.762156; 1.148699; 1.340612; 1.418523; 1.447799;-0.095808
 0.000000; 0.001313; 0.041210; 0.097073; 0.137420; 0.140746; 0.134229; 0.130010; 0.128175; 0.127470;-4.343686
 0.000000; 0.000011; 0.000184; 0.003421; 0.012241; 0.015375; 0.015442; 0.015178; 0.015034; 0.014976;-0.133882
 0.000000; 0.000243; 0.009267; 0.031365; 0.034646; 0.025876; 0.027454; 0.030125; 0.031482; 0.032028;-1.021812
 0.000000; 0.000333; 0.034419; 0.222326; 0.700665; 1.391938; 1.899235; 2.144611; 2.243318; 2.280288;-0.239842
-0.000000;-0.000191;-0.004332; 0.023856; 0.074788; 0.104860; 0.115356; 0.118593; 0.119644; 0.120005; 1.449704
 0.000000; 0.000344; 0.008682;-0.020199;-0.113852;-0.244613;-0.343354;-0.391975;-0.411676;-0.419075;-1.750788
 0.000000; 0.000193; 0.013186; 0.025285;-0.002327;-0.019517;-0.028860;-0.033668;-0.035702;-0.036480;-0.423586
-0.000000;-0.000015; 0.003435; 0.009897;-0.045625;-0.146834;-0.229720;-0.271827;-0.289083;-0.295591; 0.603826
-0.000000;-0.000029;-0.001877;-0.059743;-0.398983;-0.922834;-1.305861;-1.490965;-1.565424;-1.593313; 0.145148
 0.000000; 0.000677; 0.024728; 0.026885;-0.031986;-0.086219;-0.115823;-0.128508;-0.133385;-0.135183;-2.161152
 0.000000; 0.000099; 0.004925; 0.022620; 0.049659; 0.118493; 0.192714; 0.234045; 0.251526; 0.258191;-0.510963
 0.000000; 0.000088; 0.004219; 0.012957; 0.013848;-0.001038;-0.012995;-0.018570;-0.020760;-0.021572;-0.319888
-0.000000;-0.000129;-0.024891;-0.188996;-0.541750;-1.014401;-1.370452;-1.546095;-1.617339;-1.644107;-0.120323
-0.000000;-0.001371;-0.040855;-0.042164; 0.247728; 0.743603; 1.111040; 1.288984; 1.360606; 1.387438; 4.065615
-0.000000;-0.000020; 0.001759;-0.018322;-0.246012;-0.674524;-1.015213;-1.184939;-1.253954;-1.279904; 0.428096
 0.000000; 0.000173; 0.012546; 0.041407; 0.046864; 0.036310; 0.029446; 0.026793; 0.025853; 0.025520;-0.752008
-0.000000;-0.000018;-0.000388; 0.001369; 0.003700; 0.010005; 0.016833; 0.020663; 0.022290; 0.022911; 0.125092
