-0.000221; 0.010208;-0.007021;-0.095362;-0.161050;-0.189132;-0.199154;-0.202526;-0.421196
 0.026327; 0.058094; 0.054437;-0.025274;-0.110590;-0.151537;-0.166714;-0.171885;-12.903885
-0.060955;-0.121223;-0.080978; 0.073780; 0.183790; 0.230170; 0.246647; 0.252184;31.656245
-0.009189;-0.070912;-0.068253;-0.037109;-0.015740;-0.006375;-0.002981;-0.001832; 5.158870
-0.000838;-0.073280;-0.322091;-0.391541;-0.353913;-0.327175;-0.316423;-0.312672; 0.045587
-0.081675;-0.239587;-0.125843; 0.038554; 0.119518; 0.149631; 0.159897; 0.163301;38.579192
-0.004934;-0.032467; 0.006390; 0.047174; 0.054401; 0.054352; 0.053967; 0.053797; 1.725181
-0.006156; 0.004400;-0.006224;-0.018574;-0.009919;-0.003003;-0.000117; 0.000902; 3.832807
-0.002885; 0.007616; 0.111867; 0.239334; 0.325701; 0.363670; 0.377441; 0.382103; 1.207692
 0.014525; 0.149108; 0.279891; 0.289972; 0.275661; 0.268187; 0.265415; 0.264472;-6.823212
-0.028471;-0.141574;-0.148915;-0.120704;-0.107717;-0.103368;-0.101961;-0.101503;14.232872
 0.006105; 0.105282; 0.086303;-0.033622;-0.088424;-0.106239;-0.111903;-0.113732;-1.373455
 0.002150; 0.089145; 0.273239; 0.365256; 0.388211; 0.393328; 0.394649; 0.395040;-0.329593
 0.008521; 0.074611; 0.195761; 0.308059; 0.358567; 0.376392; 0.382336; 0.384291;-4.212352
-0.001729;-0.031631;-0.103261;-0.158918;-0.177154;-0.182122;-0.183573;-0.184026; 1.638931
 0.043507; 0.271155; 0.506151; 0.673962; 0.749688; 0.776845; 0.785963; 0.788970;-20.075214
 0.006637; 0.054299; 0.023645;-0.012596;-0.013863;-0.010485;-0.008800;-0.008179;-2.755048
 0.006332; 0.082304; 0.232963; 0.360772; 0.415967; 0.434945; 0.441196; 0.443242;-4.388509
-0.113442;-0.029115; 0.016663;-0.014343;-0.036182;-0.044808;-0.047787;-0.048778;64.979553
 0.005397; 0.082215; 0.232150; 0.309986; 0.326793; 0.329634; 0.330181; 0.330314;-3.314165
-0.002122;-0.035317; 0.012938; 0.102621; 0.154397; 0.175502; 0.182964; 0.185470; 1.189485
-0.013129;-0.112878;-0.173814;-0.151222;-0.133349;-0.126180;-0.123682;-0.122848; 5.099900
-0.000623;-0.016258;-0.027454; 0.010622; 0.038394; 0.049666; 0.053598; 0.054910;-0.448832
 0.002663; 0.099220; 0.256784; 0.263432; 0.232161; 0.215286; 0.208888; 0.206694;-1.115306
-0.002656;-0.148539;-0.470303;-0.599250;-0.620965;-0.623130;-0.623156;-0.623085; 0.462133
 0.000436;-0.007373;-0.034709;-0.034368;-0.030931;-0.029509;-0.029020;-0.028857;-1.366543
-0.005363; 0.037979; 0.180607; 0.232296; 0.236904; 0.235786; 0.235076; 0.234804; 3.337686
 0.089199; 0.231593; 0.099346;-0.101478;-0.196822;-0.230808;-0.242162;-0.245898;-43.881236
-0.008196;-0.049518; 0.011919; 0.084374; 0.112334; 0.121091; 0.123854; 0.124744; 3.088022
-0.000901;-0.033214;-0.100419;-0.094644;-0.061867;-0.044140;-0.037379;-0.035056; 0.529054
 0.363624; 0.694075; 1.005023; 1.168415; 1.212851; 1.223325; 1.226112; 1.226946;-189.045609
-0.001289;-0.014491; 0.008037; 0.028141; 0.033172; 0.034077; 0.034255; 0.034299; 2.044495
-0.060955;-0.121223;-0.080978; 0.073780; 0.183790; 0.230170; 0.246647; 0.252184;31.657906
 0.002105;-0.009472; 0.021732; 0.036710; 0.025600; 0.017919; 0.014840; 0.013766;-2.140990
 0.002269; 0.101156; 0.444804; 0.693318; 0.784061; 0.812994; 0.822263; 0.825269;-0.998658
 0.003100; 0.063683; 0.173862; 0.256173; 0.290496; 0.302200; 0.306049; 0.307308;-1.120012
 0.000693;-0.008552;-0.035573;-0.037089;-0.036032;-0.035981;-0.036039;-0.036068;-0.905858
-0.019098;-0.147422;-0.354642;-0.543587;-0.624870;-0.652459;-0.661489;-0.664439;10.483119
 0.099184; 0.273928; 0.210545; 0.097239; 0.045072; 0.026562; 0.020375; 0.018339;-49.352323
-0.009358;-0.050992;-0.031120; 0.022460; 0.050885; 0.061418; 0.064986; 0.066166; 4.278600
-0.001363;-0.006335; 0.043628; 0.094015; 0.113062; 0.119022; 0.120907; 0.121515; 0.460161
 0.051072; 0.153865; 0.030882;-0.035175;-0.024595;-0.012424;-0.007194;-0.005336;-23.610169
-0.003777;-0.107129;-0.407707;-0.578385;-0.622212;-0.632386;-0.635110;-0.635929; 1.640744
 0.050783; 0.152554; 0.128490; 0.124342; 0.139423; 0.148113; 0.151471; 0.152629;-25.603142
-0.001299; 0.013094; 0.251240; 0.542173; 0.693292; 0.750870; 0.770660; 0.777237; 0.572842
-0.000859;-0.008994; 0.006142; 0.040884; 0.063281; 0.072654; 0.075989; 0.077111; 0.265896
 0.022717; 0.206662; 0.299430; 0.270775; 0.249930; 0.242173; 0.239566; 0.238708;-9.281131
-0.004383;-0.035283;-0.109683;-0.209978;-0.264193;-0.285049;-0.292239;-0.294631; 2.427611
 0.002269; 0.101156; 0.444804; 0.693318; 0.784061; 0.812994; 0.822263; 0.825269;-0.998658
-0.002666;-0.018383; 0.050742; 0.159011; 0.216969; 0.239206; 0.246871; 0.249421; 1.848045
 0.012075; 0.131881; 0.267934; 0.343070; 0.366633; 0.373123; 0.375041; 0.375643;-6.653536
 0.002079; 0.087933; 0.359677; 0.471339; 0.469826; 0.459810; 0.455204; 0.453543;-1.217468
-0.031254;-0.183217;-0.354905;-0.567991;-0.697255;-0.749292;-0.767499;-0.773585;15.137171
 0.002259; 0.041570; 0.040051; 0.013900; 0.010885; 0.012145; 0.012898; 0.013185; 0.555102
 0.008924; 0.074749; 0.102748; 0.073669; 0.044087; 0.030144; 0.024998; 0.023247;-3.696966
-0.004383;-0.035283;-0.109683;-0.209978;-0.264193;-0.285049;-0.292239;-0.294631; 2.427611
-0.005979;-0.097659;-0.238376;-0.354998;-0.427568;-0.458584;-0.469720;-0.473478; 2.096674
 0.111520; 0.299055; 0.501722; 0.620413; 0.646739; 0.650017; 0.650244; 0.650216;-57.128684
 0.052587; 0.230337; 0.521547; 0.763891; 0.873713; 0.913145; 0.926399; 0.930771;-25.062197
-0.005105;-0.039240; 0.046227; 0.148534; 0.184961; 0.195689; 0.198979; 0.200028; 0.506089
 0.043071; 0.125124;-0.004265;-0.099229;-0.134293;-0.146226;-0.150191;-0.151495;-18.809522
-0.010544;-0.224558;-0.650843;-0.913956;-1.010292;-1.041406;-1.051430;-1.054687; 4.286221
 0.001998; 0.038526; 0.086215; 0.122172; 0.136472; 0.140914; 0.142298; 0.142741;-1.116180
-0.002122;-0.035317; 0.012938; 0.102621; 0.154397; 0.175502; 0.182964; 0.185470; 1.189261
-0.277297;-0.252151;-0.110168;-0.162862;-0.238730;-0.274963;-0.288315;-0.292854;194.073851
 0.023782; 0.116129;-0.076765;-0.416606;-0.601090;-0.671501;-0.695669;-0.703696;-10.249388
 0.007953; 0.008459;-0.008993; 0.025958; 0.055553; 0.068308; 0.072858; 0.074388;-3.957801
 0.014976; 0.062911; 0.095404; 0.062757; 0.024134; 0.005866;-0.000855;-0.003138;-7.856897
-0.000696;-0.045801;-0.156003;-0.284052;-0.371958;-0.409865;-0.423471;-0.428059;-1.121262
-0.013812;-0.085895;-0.189060;-0.326712;-0.400941;-0.429061;-0.438679;-0.441869; 7.333612
-0.003205;-0.009192; 0.014714; 0.006020;-0.007983;-0.014912;-0.017502;-0.018387; 2.534397
-0.072429;-0.371540;-0.791486;-0.956657;-0.966633;-0.958489;-0.954208;-0.952619;36.311517
-0.031710;-0.156958;-0.138054;-0.080004;-0.062612;-0.058982;-0.058142;-0.057911;15.460476
 0.002362; 0.004825; 0.058720; 0.179148; 0.252740; 0.282146; 0.292406; 0.295833;-1.575976
 0.019019; 0.096743; 0.206450; 0.311773; 0.364388; 0.384194; 0.390975; 0.393226;-9.156968
-0.004876;-0.120801;-0.257525;-0.174980;-0.073781;-0.025772;-0.008080;-0.002064; 1.032469
-0.036629;-0.150925;-0.165420;-0.094567;-0.047381;-0.028667;-0.022189;-0.020033;17.749995
-0.002467;-0.028562;-0.043682;-0.064900;-0.071027;-0.071810;-0.071852;-0.071839; 2.568073
 0.001498;-0.024881;-0.171936;-0.317866;-0.398793;-0.431549;-0.443096;-0.446969;-1.199500
 0.102148; 0.215439;-0.071237;-0.310000;-0.375475;-0.389340;-0.392658;-0.393595;-50.146024
 0.000661; 0.019380; 0.141127; 0.286379; 0.351166; 0.373141; 0.380312; 0.382650;-0.537091
-0.000351;-0.013995;-0.084650;-0.148805;-0.171586;-0.178264;-0.180299;-0.180946; 0.137870
 0.003561; 0.136775; 0.531116; 0.771678; 0.840892; 0.858752; 0.863853; 0.865433;-1.648104
-0.034026;-0.234534;-0.401099;-0.509046;-0.553036;-0.567513;-0.572181;-0.573697;16.390078
 0.008138; 0.070680; 0.134807; 0.141149; 0.121019; 0.109257; 0.104696; 0.103121;-5.022221
-0.025357;-0.097979;-0.224742;-0.377470;-0.474251;-0.515169;-0.529794;-0.534721;11.695926
 0.278188; 0.392291; 0.329134; 0.255395; 0.221498; 0.209277; 0.205157; 0.203796;-148.767145
-0.031328;-0.106621;-0.164359;-0.253013;-0.306733;-0.328285;-0.335822;-0.338342;15.420365
-0.051112;-0.181708;-0.342619;-0.495309;-0.570427;-0.598532;-0.608134;-0.611319;26.240862
 0.002334; 0.003575; 0.077855; 0.155541; 0.165642; 0.162933; 0.161121; 0.160417;-3.061151
-0.020784;-0.096403; 0.130503; 0.443779; 0.598092; 0.654529; 0.673589; 0.679885; 9.068838
