 0.000097; 0.001021;-0.001832;-0.004592;-0.005631;-0.006020;-0.006155;-0.006200;-0.038856
-0.003109;-0.030915;-0.039611; 0.000158; 0.035496; 0.050515; 0.055791; 0.057554; 2.260700
-0.003323;-0.033854; 0.074944; 0.538831; 0.987835; 1.211200; 1.295817; 1.324887; 2.200278
 0.000116; 0.000808;-0.000286; 0.004832; 0.018529; 0.027942; 0.031905; 0.033315;-0.099980
 0.002175; 0.086897; 0.511256; 1.389184; 2.143393; 2.510069; 2.648162; 2.695519;-0.186770
-0.004181; 0.029142; 0.143778; 0.057085;-0.033215;-0.067571;-0.078748;-0.082362; 2.674706
 0.001452; 0.008300; 0.002673;-0.033978;-0.059017;-0.068751;-0.072081;-0.073185;-1.524186
-0.000360;-0.005058;-0.007041; 0.030067; 0.088787; 0.123115; 0.136825; 0.141617; 0.215486
-0.000422;-0.005271;-0.007884;-0.002919; 0.007637; 0.014521; 0.017378; 0.018389; 0.266487
-0.005225;-0.132002;-0.536513;-1.178760;-1.703098;-1.956995;-2.052638;-2.085446; 2.051053
-0.001403;-0.019358;-0.021630;-0.029998;-0.057354;-0.073633;-0.080033;-0.082252; 0.593965
 0.001439;-0.038147;-0.188343;-0.322474;-0.413639;-0.456052;-0.471823;-0.477209;-2.118713
-0.000059;-0.000116; 0.003342; 0.006738; 0.006661; 0.005747; 0.005266; 0.005084; 0.033354
 0.002120; 0.086742; 0.452176; 1.071965; 1.591175; 1.847318; 1.944565; 1.978015;-0.200622
-0.004543;-0.061611;-0.151691;-0.371974;-0.643578;-0.796227;-0.856600;-0.877641; 2.440421
-0.005225;-0.132002;-0.536513;-1.178760;-1.703098;-1.956995;-2.052638;-2.085446; 2.051053
-0.000034; 0.000078;-0.006581;-0.063836;-0.150333;-0.200871;-0.221050;-0.228102; 0.073796
 0.000088; 0.000520; 0.000564;-0.002153;-0.003046;-0.002973;-0.002875;-0.002833;-0.101647
 0.000141; 0.002292; 0.000728;-0.005308;-0.008888;-0.010292;-0.010779;-0.010941;-0.064402
-0.001054;-0.015092;-0.077809;-0.093873;-0.080949;-0.073998;-0.071476;-0.070628; 1.267070
-0.003888;-0.055353;-0.250267;-0.597822;-0.938492;-1.120940;-1.192208;-1.216952; 2.158654
 0.000092; 0.000584; 0.003222; 0.035756; 0.082990; 0.109546; 0.119986; 0.123615;-0.118305
-0.001917;-0.012549;-0.027791;-0.141186;-0.301127;-0.391961;-0.427865;-0.440371; 1.582364
 0.000138; 0.000630;-0.014478;-0.081251;-0.158243;-0.200468;-0.217069;-0.222844;-0.159473
-0.000124; 0.000221; 0.063969; 0.257411; 0.392632; 0.448442; 0.468071; 0.474642; 0.160530
 0.000836; 0.015060; 0.016528; 0.016809; 0.030996; 0.040238; 0.043968; 0.045273; 0.193628
 0.000018; 0.000978;-0.003341;-0.015208;-0.030436;-0.039459;-0.043095;-0.044370; 0.085138
 0.000097; 0.001021;-0.001832;-0.004592;-0.005631;-0.006020;-0.006155;-0.006200;-0.038856
-0.001171;-0.014089;-0.023002;-0.016996;-0.018786;-0.022634;-0.024537;-0.025244; 0.879252
 0.003105; 0.048502; 0.154961; 0.223707; 0.246818; 0.254691; 0.257353; 0.258236;-1.901511
 0.001452; 0.008300; 0.002673;-0.033978;-0.059017;-0.068751;-0.072081;-0.073185;-1.524186
-0.004039;-0.033982;-0.055180;-0.032069; 0.034699; 0.078312; 0.096318; 0.102678; 2.218581
-0.000179; 0.004664; 0.195388; 0.737074; 1.251972; 1.514114; 1.614539; 1.649179; 0.109172
 0.000217; 0.001562; 0.003057; 0.003107; 0.001628; 0.000743; 0.000394; 0.000273;-0.206868
 0.000018; 0.000978;-0.003341;-0.015208;-0.030436;-0.039459;-0.043095;-0.044370; 0.085138
 0.000009;-0.001060;-0.008820;-0.057488;-0.125279;-0.163250;-0.178169;-0.183354;-0.024581
 0.000057; 0.000214; 0.008541;-0.002101;-0.052337;-0.086067;-0.099985;-0.104896;-0.046688
-0.000093;-0.000965; 0.010029; 0.042735; 0.107416; 0.149894; 0.167502; 0.173730;-0.034456
 0.001663; 0.035384; 0.079473; 0.169273; 0.284601; 0.350776; 0.377148; 0.386363; 0.051951
-0.003323;-0.033854; 0.074944; 0.538831; 0.987835; 1.211200; 1.295817; 1.324887; 2.200278
-0.003656;-0.050366;-0.110645;-0.143256;-0.177795;-0.198990;-0.207638;-0.210682; 2.090623
 0.002183; 0.029667; 0.002366;-0.235253;-0.519206;-0.675083;-0.736295;-0.757581;-1.471582
