    10	11.982869
    20	 6.953666
    30	 5.399757
    40	 4.472971
    50	 3.855906
    60	 3.438286
    70	 3.174565
    80	 2.991295
    90	 2.857345
   100	 2.752726
   110	 2.665407
   120	 2.589503
   130	 2.521918
   140	 2.465811
   150	 2.416292
   160	 2.372872
   170	 2.333408
   180	 2.296977
   190	 2.262759
   200	 2.230713
   210	 2.201127
   220	 2.173034
   230	 2.145920
   240	 2.120034
   250	 2.095441
   260	 2.072089
   270	 2.050131
   280	 2.029005
   290	 2.008540
   300	 1.988865
   310	 1.970022
   320	 1.951828
   330	 1.934375
   340	 1.917956
   350	 1.902457
   360	 1.887767
   370	 1.873584
   380	 1.860007
   390	 1.846831
   400	 1.834003
   410	 1.821513
   420	 1.809485
   430	 1.797777
   440	 1.786364
   450	 1.775410
   460	 1.765001
   470	 1.754857
   480	 1.744955
   490	 1.735348
   500	 1.726072
   510	 1.717167
   520	 1.709001
   530	 1.701163
   540	 1.693546
   550	 1.686341
   560	 1.679493
   570	 1.672935
   580	 1.666634
   590	 1.660596
   600	 1.654986
   610	 1.649539
   620	 1.644200
   630	 1.638986
   640	 1.633981
   650	 1.629212
   660	 1.624563
   670	 1.620026
   680	 1.615604
   690	 1.611307
   700	 1.607099
   710	 1.603058
   720	 1.599263
   730	 1.595535
   740	 1.591953
   750	 1.588512
   760	 1.585158
   770	 1.581917
   780	 1.578797
   790	 1.575772
   800	 1.572795
   810	 1.569918
   820	 1.567141
   830	 1.564494
   840	 1.561967
   850	 1.559507
   860	 1.557110
   870	 1.554809
   880	 1.552554
   890	 1.550323
   900	 1.548219
   910	 1.546167
   920	 1.544159
   930	 1.542178
   940	 1.540245
   950	 1.538376
   960	 1.536553
   970	 1.534756
   980	 1.532989
   990	 1.531260
  1000	 1.529552
  1010	 1.527880
  1020	 1.526222
  1030	 1.524582
  1040	 1.522974
  1050	 1.521380
  1060	 1.519801
  1070	 1.518235
  1080	 1.516714
  1090	 1.515254
  1100	 1.513814
  1110	 1.512387
  1120	 1.510977
  1130	 1.509580
  1140	 1.508192
  1150	 1.506846
  1160	 1.505535
  1170	 1.504291
  1180	 1.503067
  1190	 1.501906
  1200	 1.500775
  1210	 1.499714
  1220	 1.498668
  1230	 1.497625
  1240	 1.496587
  1250	 1.495556
  1260	 1.494534
  1270	 1.493515
  1280	 1.492500
  1290	 1.491540
  1300	 1.490603
  1310	 1.489692
  1320	 1.488821
  1330	 1.487965
  1340	 1.487110
  1350	 1.486258
  1360	 1.485413
  1370	 1.484605
  1380	 1.483800
  1390	 1.482996
  1400	 1.482195
  1410	 1.481444
  1420	 1.480697
  1430	 1.479970
  1440	 1.479251
  1450	 1.478542
  1460	 1.477840
  1470	 1.477140
  1480	 1.476441
  1490	 1.475744
  1500	 1.475052
  1510	 1.474374
  1520	 1.473696
  1530	 1.473019
  1540	 1.472344
  1550	 1.471670
  1560	 1.470999
  1570	 1.470331
  1580	 1.469664
  1590	 1.468999
  1600	 1.468334
  1610	 1.467671
  1620	 1.467009
  1630	 1.466349
  1640	 1.465689
